"mois","jour","hrmn","lum","dep","int","agg","com","atm","col","gps","lat","long","catr","circ","nbv","prof","plan","surf","situ","catu","place","sexe","an_nais","trajet","secu","catv","obsm","choc","manv","grav"
3,12,859,"1",950,"1","2",197,"1","6","M",4896610,231720,"4","1","1","1","1","1","4","1","1","1",1986,"1","11","7","1","3","13","0"
4,28,1820,"1",950,"1","2",427,"1","6","M",4897420,233850,"4","2","2","1","2","1","1","1","1","1",1985,"5","21","30","1","1","1","0"
5,11,1340,"1",950,"1","2",427,"1","6","M",4897790,235130,"4","2","1","1","1","1","1","1","1","1",1976,"4","11","10","1","4","4","0"
4,3,1830,"2",950,"1","2",197,"1","6","M",4896760,231850,"4","2","2","1","1","1","1","1","1","2",1979,"3","11","3","1","8","1","0"
6,2,1250,"1",950,"2","2",197,"1","3","M",4897720,232740,"4","2","2","2","1","1","1","1","1","1",1974,"4","11","7","2","2","19","0"
6,2,1250,"1",950,"2","2",197,"1","3","M",4897720,232740,"4","2","2","2","1","1","1","1","1","1",1964,"2","11","7","2","3","1","0"
6,15,815,"1",950,"3","2",427,"1","6","M",4896180,233260,"3","2","2","1","1","1","1","1","1","2",1978,"2","11","7","1","2","1","0"
6,24,715,"1",950,"1","2",288,"1","5","M",4898520,236140,"3","3","4","1","1","1","1","1","1","2",1987,"1","21","33","2","1","3","0"
6,24,715,"1",950,"1","2",288,"1","5","M",4898520,236140,"3","3","4","1","1","1","1","1","1","1",1962,"1","11","7","2","8","22","0"
6,24,715,"1",950,"1","2",288,"1","5","M",4898520,236140,"3","3","4","1","1","1","1","1","1","1",1990,"1","11","7","2","7","23","0"
6,21,1840,"1",950,"3","2",427,"1","3","M",4896140,233780,"4","2","2","1","1","1","1","1","1","1",1984,"1","11","7","2","3","1","0"
7,1,1019,"1",950,"1","2",288,"1","3","M",4897780,236460,"3","3","4","1","1","1","1","1","1","1",1931,"5","11","7","2","5","1","0"
7,1,1019,"1",950,"1","2",288,"1","3","M",4897780,236460,"3","3","4","1","1","1","1","1","1","2",1966,"3","11","7","2","3","19","0"
7,15,815,"1",950,"1","2",197,"1","6","M",4897530,232510,"3","2","2","1","1","1","1","1","1","2",1992,"1","11","7","1","1","1","0"
8,7,5,"3",950,"1","2",427,"1","6","M",4897670,236480,"3","3","4","1","1","1","1","1","1","1",1967,"5","21","32","1","1","1","0"
8,19,1945,"1",950,"1","2",427,"1","3","M",4897490,234290,"3","2","2","1","1","1","1","1","1","1",1977,"4","11","7","2","6","11","0"
8,19,1945,"1",950,"1","2",427,"1","3","M",4897490,234290,"3","2","2","1","1","1","1","1","1","1",1991,"5","21","34","2","8","1","0"
8,27,730,"1",950,"2","2",197,"2","6","M",4895960,232840,"3","2","2","1","2","2","1","1","1","1",1996,"1","11","7","1","1","15","0"
9,7,2215,"5",950,"3","2",427,"1","3","M",4897590,235180,"3","2","2","1","1","1","1","1","1","1",1989,"5","21","33","2","1","1","1"
9,7,2215,"5",950,"3","2",427,"1","3","M",4897590,235180,"3","2","2","1","1","1","1","1","1","1",1994,"5","11","7","2","3","11","0"
9,7,2215,"5",950,"3","2",427,"1","3","M",4897590,235180,"3","2","2","1","1","1","1","2","2","1",1979,"5","11","7","2","3","11","0"
9,24,1730,"1",950,"3","2",197,"1","3","M",4896220,232220,"4","1","1","1","1","1","1","1","1","1",1981,"5","11","7","2","2","15","0"
9,24,1730,"1",950,"3","2",197,"1","3","M",4896220,232220,"4","1","1","1","1","1","1","1","1","1",1963,"1","21","33","2","9","1","1"
10,5,2035,"5",950,"1","2",427,"1","2","M",4897080,234720,"4","2","2","1","1","1","1","1","1","1",1970,"5","11","7","2","4","2","0"
10,5,2035,"5",950,"1","2",427,"1","2","M",4897080,234720,"4","2","2","1","1","1","1","2","2","2",1969,"5","11","7","2","4","2","0"
10,27,1750,"1",950,"1","2",288,"1","2","M",4897810,236150,"3","2","2","1","2","1","3","1","1","2",1980,"1","11","7","2","3","1","0"
12,4,1005,"1",950,"4","2",288,"1","3","M",4898940,235690,"4","2","2","2","2","1","1","1","1","1",1959,"4","11","7","2","1","15","0"
12,4,1005,"1",950,"4","2",288,"1","3","M",4898940,235690,"4","2","2","2","2","1","1","1","1","1",1985,"4","93","1","2","3","1","0"
1,7,1845,"1",950,"1","2",427,"1","6","M",4896870,234010,"3","2","2","1","1","1","1","1","1","1",1986,"1","11","7","1","2","1","0"
1,22,1520,"1",950,"1","2",427,"1","3","M",4896950,234080,"3","1","1","1","1","1","1","1","1","2",1980,"3","11","7","2","7","2","0"
1,22,1520,"1",950,"1","2",427,"1","3","M",4896950,234080,"3","1","1","1","1","1","1","1","1","1",1986,"5","11","10","2","3","9","0"
1,23,824,"1",950,"1","2",197,"1","6","M",4896920,232030,"4","2","2","1","1","1","1","1","1","1",1974,"2","11","7","1","1","16","0"
2,18,1737,"1",950,"1","2",427,"1","6","M",4895740,233070,"3","2","2","1","1","1","1","1","1","1",1963,"1","11","7","1","1","1","0"
2,10,900,"2",950,"1","2",427,"1","3","M",4896670,233830,"3","2","2","1","1","1","1","1","1","2",1981,"1","11","7","2","2","17","0"
2,10,900,"2",950,"1","2",427,"1","3","M",4896670,233830,"3","2","2","1","1","1","1","1","1","2",1979,"1","11","7","2","8","10","0"
5,19,1045,"1",950,"1","2",427,"1","6","M",4897480,234530,"3","2","2","1","1","1","1","1","1","1",1959,"5","11","7","1","1","17","0"
5,19,1045,"1",950,"1","2",427,"1","6","M",4897480,234530,"3","2","2","1","1","1","1","2","2","2",1993,"1","11","7","1","1","17","0"
11,14,1410,"1",950,"1","2",197,"1","6","M",4896560,231920,"3","2","2","1","1","1","1","1","1","1",1957,"5","91","7","1","1","1","0"
3,4,1740,"1",950,"1","2",210,"1","6","M",4897330,230970,"3","2","2","1","1","1","1","1","1","1",1989,"1","11","7","1","8","1","0"
3,13,2030,"5",950,"1","2",598,"1","4","M",4898470,229510,"3","3","2","1","1","1","1","1","1","1",1970,"5","11","7","2","1","1","0"
3,13,2030,"5",950,"1","2",598,"1","4","M",4898470,229510,"3","3","2","1","1","1","1","1","1","1",1993,"5","11","7","2","4","2","0"
3,13,2030,"5",950,"1","2",598,"1","4","M",4898470,229510,"3","3","2","1","1","1","1","1","1","1",1958,"5","11","10","2","4","2","0"
3,13,2030,"5",950,"1","2",598,"1","4","M",4898470,229510,"3","3","2","1","1","1","1","2","2","2",1961,"5","11","10","2","4","2","0"
4,1,945,"1",950,"1","2",598,"1","2","M",4898410,229460,"3","3","2","1","1","1","1","1","1","1",1957,"4","11","7","2","1","1","0"
4,1,945,"1",950,"1","2",598,"1","2","M",4898410,229460,"3","3","2","1","1","1","1","1","1","1",1988,"4","11","7","2","4","2","0"
4,1,945,"1",950,"1","2",598,"1","2","M",4898410,229460,"3","3","2","1","1","1","1","2","2","1",1963,"4","11","7","2","4","2","0"
4,7,1602,"1",950,"2","1",14,"1","3","M",4901170,230490,"3","2","2","1","1","1","1","1","1","1",1980,"1","21","33","2","7","9","1"
4,7,1602,"1",950,"2","1",14,"1","3","M",4901170,230490,"3","2","2","1","1","1","1","1","1","1",1979,"4","11","13","2","1","19","0"
4,26,1750,"1",950,"1","2",598,"2","1","M",4898830,230380,"3","2","2","2","3","2","1","1","1","1",1959,"5","11","10","2","1","13","0"
4,26,1750,"1",950,"1","2",598,"2","1","M",4898830,230380,"3","2","2","2","3","2","1","1","1","1",1965,"5","11","7","2","1","1","0"
5,1,1745,"1",950,"1","2",555,"1","6","M",4896470,228150,"4","2","2","1","1","2","1","1","1","2",1976,"3","12","7","1","2","1","0"
5,9,1245,"1",950,"1","2",598,"1","3","M",4898980,229150,"3","2","4","1","1","1","1","1","1","1",1975,"5","11","7","2","6","15","0"
5,9,1245,"1",950,"1","2",598,"1","3","M",4898980,229150,"3","2","4","1","1","1","1","1","1","1",1967,"1","21","33","2","1","3","1"
5,21,1735,"1",950,"1","2",428,"1","2","M",4898380,232730,"3","2","2","2","1","1","1","1","1","1",1988,"5","21","32","2","2","1","0"
5,22,830,"1",950,"1","2",369,"1","6","M",4899890,228610,"4","2","2","1","1","1","1","1","1","2",1965,"2","11","7","1","3","1","0"
6,2,1350,"1",950,"1","2",598,"1","2","M",4898960,229180,"3","3","4","1","1","1","1","1","1","1",1988,"5","11","10","2","5","4","0"
6,2,1350,"1",950,"1","2",598,"1","2","M",4898960,229180,"3","3","4","1","1","1","1","2","2","2",1992,"5","11","10","2","5","4","0"
6,2,1350,"1",950,"1","2",598,"1","2","M",4898960,229180,"3","3","4","1","1","1","1","1","1","1",1939,"5","21","2","2","1","1","0"
6,3,720,"1",950,"2","2",598,"1","3","M",4898910,229240,"3","3","4","1","1","1","1","1","1","1",1971,"1","11","7","2","6","2","0"
6,3,720,"1",950,"2","2",598,"1","3","M",4898910,229240,"3","3","4","1","1","1","1","2","3","1",2014,"9","31","7","2","6","2","0"
6,10,940,"1",950,"3","2",428,"1","6","M",4899640,232890,"4","2","2","1","1","1","1","1","1","2",1943,"5","11","7","1","1","15","0"
6,11,1709,"1",950,"1","2",598,"1","2","M",4898920,230550,"3","2","2","1","1","1","1","1","1","1",1971,"1","11","7","2","4","2","0"
6,11,1709,"1",950,"1","2",598,"1","2","M",4898920,230550,"3","2","2","1","1","1","1","1","1","1",1994,"1","11","7","2","1","1","0"
6,11,1709,"1",950,"1","2",598,"1","2","M",4898920,230550,"3","2","2","1","1","1","1","2","2","2",1965,"1","11","7","2","1","1","0"
6,12,730,"1",950,"1","2",555,"1","3","M",4896010,227990,"3","2","2","2","1","1","1","1","1","1",1988,"1","11","7","2","1","1","0"
6,12,730,"1",950,"1","2",555,"1","3","M",4896010,227990,"3","2","2","2","1","1","1","1","1","1",1983,"1","21","1","2","4","2","0"
6,12,830,"1",950,"1","2",555,"1","2","M",4896850,228520,"3","2","3","1","1","1","1","1","1","1",1968,"1","11","7","2","1","1","0"
6,12,830,"1",950,"1","2",555,"1","2","M",4896850,228520,"3","2","3","1","1","1","1","1","1","2",1966,"1","11","7","2","4","2","0"
6,15,835,"1",950,"1","2",555,"1","6","M",4896740,228450,"3","2","2","1","1","1","1","1","1","1",1998,"2","21","30","1","1","1","0"
6,16,1857,"1",950,"1","2",428,"1","1","M",4899540,232610,"3","2","2","2","2","1","1","1","1","2",1985,"1","11","7","2","1","13","0"
6,16,1857,"1",950,"1","2",428,"1","1","M",4899540,232610,"3","2","2","2","2","1","1","2","3","2",2014,"9","31","7","2","1","13","0"
6,16,1857,"1",950,"1","2",428,"1","1","M",4899540,232610,"3","2","2","2","2","1","1","1","1","1",1970,"3","11","7","2","3","1","0"
6,16,1857,"1",950,"1","2",428,"1","1","M",4899540,232610,"3","2","2","2","2","1","1","2","2","1",1964,"3","11","7","2","3","1","0"
6,17,2330,"5",950,"1","2",598,"1","3","M",4898980,229130,"3","3","4","1","1","1","1","1","1","1",1987,"5","11","7","2","3","15","0"
6,17,2330,"5",950,"1","2",598,"1","3","M",4898980,229130,"3","3","4","1","1","1","1","1","1","1",1970,"5","21","2","2","1","1","1"
6,19,810,"1",950,"1","2",598,"1","3","M",4897960,220390,"3","2","2","1","1","1","1","1","1","1",1983,"1","21","2","2","1","1","0"
6,19,810,"1",950,"1","2",598,"1","3","M",4897960,220390,"3","2","2","1","1","1","1","1","1","2",1960,"1","11","7","2","3","9","0"
6,30,815,"1",950,"1","2",428,"1","3","M",4898640,230970,"4","2","2","2","3","1","1","1","1","1",1973,"1","21","2","2","1","14","1"
6,30,815,"1",950,"1","2",428,"1","3","M",4898640,230970,"4","2","2","2","3","1","1","1","1","2",1963,"1","11","7","2","3","5","0"
7,10,1242,"1",950,"3","2",428,"1","3","M",4899340,232170,"3","2","2","2","3","1","1","1","1","1",1964,"5","21","33","2","3","1","1"
7,10,1242,"1",950,"3","2",428,"1","3","M",4899340,232170,"3","2","2","2","3","1","1","1","1","2",1975,"4","11","37","2","7","15","0"
7,24,1110,"1",950,"1","2",210,"1","3","M",4897210,230890,"3","2","2","1","1","1","1","1","1","1",1988,"5","11","7","2","3","11","0"
7,24,1110,"1",950,"1","2",210,"1","3","M",4897210,230890,"3","2","2","1","1","1","1","1","1","1",1947,"3","21","31","2","3","1","0"
7,24,1110,"1",950,"1","2",210,"1","3","M",4897210,230890,"3","2","2","1","1","1","1","2","2","1",1996,"3","21","31","2","3","1","0"
8,5,805,"1",950,"1","2",598,"7","6","M",4899550,230190,"3","2","2","1","1","1","1","1","1","1",1982,"1","11","10","1","2","1","0"
8,7,705,"1",950,"1","2",14,"1","3","M",4900590,230210,"3","2","2","1","3","1","1","1","1","2",1980,"5","11","7","2","3","13","0"
8,7,705,"1",950,"1","2",14,"1","3","M",4900590,230210,"3","2","2","1","3","1","1","1","1","2",1963,"1","11","7","2","1","1","0"
9,8,1400,"1",950,"1","2",428,"1","3","M",4898630,232460,"4","2","2","3","3","1","1","1","1","1",1956,"5","11","7","2","3","1","0"
9,8,1400,"1",950,"1","2",428,"1","3","M",4898630,232460,"4","2","2","3","3","1","1","1","1","2",1949,"5","11","7","2","3","13","0"
9,23,1620,"1",950,"1","1",210,"1","6","M",4896990,230610,"4","1","1","1","1","1","1","1","1","1",2004,"5","92","1","1","1","1","0"
9,24,830,"1",950,"3","2",598,"1","3","M",4898370,230310,"4","2","2","1","1","1","1","1","1","1",1994,"2","11","7","2","3","15","0"
9,24,830,"1",950,"3","2",598,"1","3","M",4898370,230310,"4","2","2","1","1","1","1","1","1","1",1985,"1","21","33","2","7","17","0"
9,29,840,"1",950,"3","2",598,"1","3","M",4897940,230410,"3","2","2","1","1","1","1","1","1","1",1959,"1","11","7","2","3","15","0"
9,29,840,"1",950,"3","2",598,"1","3","M",4897940,230410,"3","2","2","1","1","1","1","1","1","1",1971,"1","21","34","2","1","1","1"
10,2,1840,"1",950,"1","2",598,"1","2","M",4900190,231240,"4","2","2","1","1","1","1","1","1","1",1996,"5","11","7","2","1","1","0"
10,2,1840,"1",950,"1","2",598,"1","2","M",4900190,231240,"4","2","2","1","1","1","1","1","1","1",1968,"1","11","7","2","4","2","0"
10,13,820,"1",950,"1","2",598,"1","2","M",4899520,230270,"3","2","2","1","1","1","1","1","1","1",1981,"1","11","7","2","2","1","0"
10,13,820,"1",950,"1","2",598,"1","2","M",4899520,230270,"3","2","2","1","1","1","1","1","1","1",1999,"2","93","1","2","4","2","0"
10,16,2040,"5",950,"2","2",555,"2","3","M",4896410,228860,"3","3","4","1","1","2","1","1","1","1",1991,"1","21","34","2","1","1","0"
10,16,2040,"5",950,"2","2",555,"2","3","M",4896410,228860,"3","3","4","1","1","2","1","1","1","1",1994,"5","11","7","2","3","11","0"
10,17,1530,"1",950,"2","2",210,"8","3","M",4897190,230870,"3","2","2","1","1","1","1","1","1","1",1994,"1","21","33","2","7","1","0"
10,17,1530,"1",950,"2","2",210,"8","3","M",4897190,230870,"3","2","2","1","1","1","1","1","1","1",1986,"5","11","7","2","8","9","0"
10,21,930,"1",950,"1","2",14,"1","2","M",4900930,231270,"3","2","2","1","1","1","1","1","1","1",1950,"4","11","7","2","3","1","1"
10,21,930,"1",950,"1","2",14,"1","2","M",4900930,231270,"3","2","2","1","1","1","1","1","1","1",1956,"1","11","10","2","5","2","0"
10,25,1805,"5",950,"1","2",555,"1","6","M",4896660,229140,"4","2","2","2","1","1","1","1","1","1",1972,"5","11","7","1","2","1","0"
11,5,1620,"1",950,"1","2",598,"1","6","M",4898160,229270,"3","3","4","1","1","1","1","1","1","1",1998,"2","21","2","1","1","1","0"
11,5,1620,"1",950,"1","2",428,"1","3","M",4898160,232130,"3","2","2","2","1","1","1","1","1","1",1966,"1","11","7","2","2","15","0"
11,5,1620,"1",950,"1","2",428,"1","3","M",4898160,232130,"3","2","2","2","1","1","1","1","1","1",1995,"2","22","1","2","1","1","0"
11,8,1618,"1",950,"1","2",598,"1","3","M",4898230,229320,"3","3","2","1","1","1","1","1","1","1",1963,"5","11","7","2","6","24","0"
11,8,1618,"1",950,"1","2",598,"1","3","M",4898230,229320,"3","3","2","1","1","1","1","1","1","1",1994,"5","21","33","2","7","1","1"
11,9,1800,"1",950,"2","2",598,"1","1","M",4897860,230520,"3","2","2","1","1","1","1","1","1","1",1983,"1","11","7","2","1","15","0"
11,9,1800,"1",950,"2","2",598,"1","1","M",4897860,230520,"3","2","2","1","1","1","1","1","1","1",1996,"1","21","2","2","1","1","0"
11,12,805,"5",950,"1","2",428,"1","3","M",4897560,231420,"3","2","2","1","1","1","1","1","1","1",1965,"1","11","7","2","2","17","0"
11,12,805,"5",950,"1","2",428,"1","3","M",4897560,231420,"3","2","2","1","1","1","1","1","1","1",1937,"5","22","1","2","1","15","0"
12,3,925,"1",950,"2","2",428,"1","3","M",4898290,232830,"4","2","1","2","1","1","1","1","1","2",1974,"3","11","7","2","3","19","0"
12,3,925,"1",950,"2","2",428,"1","3","M",4898290,232830,"4","2","1","2","1","1","1","1","1","2",1997,"2","11","7","2","1","19","0"
12,3,1345,"1",950,"1","2",598,"1","2","M",4898940,229210,"3","2","2","1","1","1","1","1","1","1",1994,"5","11","7","2","4","2","0"
12,3,1345,"1",950,"1","2",598,"1","2","M",4898940,229210,"3","2","2","1","1","1","1","1","1","1",1945,"5","11","7","2","1","1","0"
12,11,2140,"5",950,"1","2",210,"1","1","M",4897390,230580,"4","2","2","1","1","1","1","1","1","1",1983,"5","11","7","2","3","15","0"
12,11,2140,"5",950,"1","2",210,"1","1","M",4897390,230580,"4","2","2","1","1","1","1","1","1","1",1990,"4","21","30","2","1","1","1"
12,27,1517,"1",950,"3","2",555,"1","3","M",4897050,228750,"3","1","1","1","1","1","1","1","1","2",1976,"1","11","7","2","3","1","0"
12,27,1517,"1",950,"3","2",555,"1","3","M",4897050,228750,"3","1","1","1","1","1","1","1","1","2",1999,"5","21","30","2","1","1","0"
1,2,2045,"5",950,"3","2",219,"1","6","M",4898160,227090,"3","2","2","2","1","1","1","1","1","1",1968,"1","11","7","1","1","15","0"
3,3,1615,"1",950,"1","2",574,"2","4","M",4900970,226430,"3","2","2","1","1","2","1","1","1","2",1989,"2","11","7","2","1","1","0"
3,3,1615,"1",950,"1","2",574,"2","4","M",4900970,226430,"3","2","2","1","1","2","1","1","1","2",1995,"2","11","7","2","4","2","0"
3,3,1615,"1",950,"1","2",574,"2","4","M",4900970,226430,"3","2","2","1","1","2","1","1","1","1",1981,"2","11","7","2","4","2","0"
3,3,1615,"1",950,"1","2",574,"2","4","M",4900970,226430,"3","2","2","1","1","2","1","2","2","1",1998,"2","11","7","2","4","2","1"
3,8,2025,"5",950,"3","2",252,"1","3","M",4899230,223740,"4","2","1","1","1","1","1","1","1","1",1963,"1","93","1","2","1","1","1"
3,8,2025,"5",950,"3","2",252,"1","3","M",4899230,223740,"4","2","1","1","1","1","1","1","1","1",1988,"1","11","7","2","3","15","0"
3,8,2025,"5",950,"3","2",252,"1","3","M",4899230,223740,"4","2","1","1","1","1","1","2","2","1",1982,"1","11","7","2","3","15","0"
3,14,1950,"5",950,"1","2",491,"1","3","M",4899840,224590,"3","3","4","1","1","1","1","1","1","1",1960,"5","11","7","2","7","15","0"
3,14,1950,"5",950,"1","2",491,"1","3","M",4899840,224590,"3","3","4","1","1","1","1","1","1","1",1965,"5","11","7","2","1","1","0"
1,19,2120,"5",950,"2","2",252,"1","2","M",4898850,223030,"3","2","2","1","1","1","1","1","1","2",1968,"5","11","7","2","3","15","0"
1,19,2120,"5",950,"2","2",252,"1","2","M",4898850,223030,"3","2","2","1","1","1","1","2","2","2",1996,"5","11","7","2","3","15","0"
1,19,2120,"5",950,"2","2",252,"1","2","M",4898850,223030,"3","2","2","1","1","1","1","1","1","1",1960,"5","11","7","2","4","1","0"
3,18,1010,"1",950,"1","2",252,"1","2","M",4898710,223390,"3","2","2","1","1","1","1","1","1","2",1987,"5","11","7","2","1","1","0"
3,18,1010,"1",950,"1","2",252,"1","2","M",4898710,223390,"3","2","2","1","1","1","1","1","1","1",1973,"4","21","33","2","4","2","0"
3,24,1220,"1",950,"2","2",252,"1","3","M",4899130,220640,"4","2","2","1","1","1","1","1","1","1",1980,"2","11","7","2","3","1","0"
3,24,1220,"1",950,"2","2",252,"1","3","M",4899130,220640,"4","2","2","1","1","1","1","1","1","1",1952,"3","21","1","2","3","1","0"
1,31,1615,"1",950,"1","2",219,"3","6","M",4898220,224630,"3","3","4","1","2","2","1","1","1","1",1982,"3","11","7","1","1","1","0"
3,25,715,"1",950,"6","2",203,"2","3","M",4899490,227570,"3","2","2","1","1","2","1","1","1","1",1982,"4","11","10","2","1","9","0"
3,25,715,"1",950,"6","2",203,"2","3","M",4899490,227570,"3","2","2","1","1","2","1","1","1","1",1965,"1","21","33","2","7","15","1"
2,2,1840,"5",950,"6","2",219,"1","3","M",4898020,226210,"4","2","2","1","1","1","1","1","1","1",1961,"1","11","7","2","3","9","0"
2,2,1840,"5",950,"6","2",219,"1","3","M",4898020,226210,"4","2","2","1","1","1","1","1","1","1",1995,"5","42","1","2","7","15","0"
3,27,1415,"1",950,"2","2",252,"1","3","M",4899910,221910,"4","2","2","1","1","1","1","1","1","1",1999,"5","21","30","2","8","1","0"
3,27,1415,"1",950,"2","2",252,"1","3","M",4899910,221910,"4","2","2","1","1","1","1","2","2","1",1998,"5","21","30","2","8","1","0"
3,27,1415,"1",950,"2","2",252,"1","3","M",4899910,221910,"4","2","2","1","1","1","1","1","1","1",1981,"1","11","7","2","1","1","0"
2,3,915,"1",950,"3","2",219,"1","3","M",4898010,225740,"4","2","2","1","1","1","1","1","1","1",2002,"2","22","1","2","1","1","0"
2,3,915,"1",950,"3","2",219,"1","3","M",4898010,225740,"4","2","2","1","1","1","1","1","1","1",1986,"1","11","7","2","3","16","0"
2,5,1900,"5",950,"1","2",252,"1","3","M",4899530,222080,"4","2","2","1","1","1","1","1","1","1",1971,"1","21","33","2","1","1","1"
2,5,1900,"5",950,"1","2",252,"1","3","M",4899530,222080,"4","2","2","1","1","1","1","1","1","2",1957,"1","11","7","2","2","15","0"
4,21,1000,"1",950,"1","2",252,"1","6","M",4898410,222690,"3","2","3","1","1","1","1","1","1","1",1935,"5","11","7","1","2","15","0"
5,6,820,"1",950,"1","2",219,"1","3","M",4898860,226050,"4","2","2","1","1","1","1","1","1","1",1979,"1","11","7","2","3","13","0"
