"mois","jour","hrmn","lum","dep","int","agg","com","atm","col","gps","lat","long","catr","circ","nbv","prof","plan","surf","situ","catu","place","sexe","an_nais","trajet","secu","catv","obsm","choc","manv","grav"
6,5,1330,"1",450,"2","2",188,"1","3","M",4799459,208011,"3","2","2","1","1","1","1","1","1","1",1976,"4","11","7","2","1","17","0"
7,1,1100,"1",450,"3","2",224,"7","1","M",4806018,205215,"4","2","2","1","1","1","1","1","1","2",1962,"5","11","7","2","1","13","0"
7,1,1100,"1",450,"3","2",224,"7","1","M",4806018,205215,"4","2","2","1","1","1","1","1","1","1",1964,"5","21","33","2","1","21","1"
11,1,1245,"1",450,"1","1",327,"1","1","M",4799855,214302,"4","2","1","2","1","1","1","1","1","1",1986,"5","11","7","2","2","13","0"
11,1,1245,"1",450,"1","1",327,"1","1","M",4799855,214302,"4","2","1","2","1","1","1","1","1","1",1956,"5","11","7","2","2","1","1"
12,1,1845,"5",450,"1","2",289,"1","6","M",4804117,198286,"3","2","2","1","1","1","1","1","1","2",1982,"9","11","7","1","1","1","0"
1,22,1845,"3",600,"1","1",275,"1","2","M",4949795,190693,"3","2","2","1","1","1","1","1","1","1",1975,"1","11","10","2","1","1","0"
6,19,1630,"1",600,"3","1",611,"1","3","M",4948039,185005,"3","2","2","2","1","1","1","1","1","2",1985,"1","11","7","2","7","15","0"
6,19,1630,"1",600,"3","1",611,"1","3","M",4948039,185005,"3","2","2","2","1","1","1","1","1","1",1992,"5","21","33","2","1","1","1"
7,30,2100,"1",600,"1","2",405,"1","1","M",4966283,181703,"3","2","2","1","1","1","1","1","1","1",1969,"5","11","7","2","1","1","0"
7,30,2100,"1",600,"1","2",405,"1","1","M",4966283,181703,"3","2","2","1","1","1","1","1","1","1",1977,"5","11","7","2","1","13","0"
12,1,1800,"5",600,"1","2",286,"2","4","M",4966169,195102,"3","2","2","1","1","2","1","1","1","1",1962,"3","11","7","2","1","1","0"
12,1,1800,"5",600,"1","2",286,"2","4","M",4966169,195102,"3","2","2","1","1","2","1","1","1","1",1988,"4","12","7","2","4","1","1"
12,1,1800,"5",600,"1","2",286,"2","4","M",4966169,195102,"3","2","2","1","1","2","1","1","1","1",1993,"1","11","10","2","4","1","0"
12,26,1815,"5",600,"1","1",387,"1","3","M",4957671,195542,"4","1","1","1","1","1","1","1","1","1",1998,"5","23","35","2","3","1","0"
12,26,1815,"5",600,"1","1",387,"1","3","M",4957671,195542,"4","1","1","1","1","1","1","1","1","1",1998,"5","23","31","2","2","17","1"
3,20,2030,"5",600,"1","2",86,"1","5","M",4916535,235462,"4","2","2","1","1","1","1","1","1","1",1981,"5","11","7","2","1","11","0"
3,20,2030,"5",600,"1","2",86,"1","5","M",4916535,235462,"4","2","2","1","1","1","1","1","1","1",1993,"5","13","7","2","3","15","0"
3,20,2030,"5",600,"1","2",86,"1","5","M",4916535,235462,"4","2","2","1","1","1","1","1","1","2",1975,"5","13","7","2","3","23","0"
4,10,2115,"3",600,"1","1",372,"1","1","M",4954797,209556,"3","2","2","1","4","1","1","1","1","2",1982,"5","11","7","2","1","13","1"
4,10,2115,"3",600,"1","1",372,"1","1","M",4954797,209556,"3","2","2","1","4","1","1","1","1","1",1963,"4","11","10","2","1","1","1"
4,15,845,"1",600,"9","1",664,"1","3","M",4959891,227748,"3","2","1","1","1","1","1","1","1","1",1950,"5","11","7","2","1","17","1"
3,3,1330,"1",600,"1","1",276,"1","1","M",4959268,255617,"4","2","2","1","1","1","1","1","1","1",1985,"3","21","33","2","1","5","1"
3,3,1330,"1",600,"1","1",276,"1","1","M",4959268,255617,"4","2","2","1","1","1","1","1","1","1",1995,"4","11","7","2","1","1","0"
5,17,1145,"1",600,"1","2",396,"1","4","M",4955200,262400,"3","2","2","1","1","1","1","1","1","2",1989,"5","21","33","2","1","1","1"
6,4,1645,"1",600,"1","2",373,"1","1","M",4949413,287666,"3","2","2","1","1","1","1","1","1","1",1950,"4","11","37","2","7","17","0"
6,4,1645,"1",600,"1","2",373,"1","1","M",4949413,287666,"3","2","2","1","1","1","1","1","1","1",1933,"5","11","21","2","8","1","0"
12,21,1000,"1",600,"1","2",537,"1","6","M",4951726,292422,"4","2","2","1","1","1","1","1","1","2",1995,"3","11","7","1","1","1","0"
2,4,1815,"5",600,"1","2",625,"1","6","M",4957948,294946,"3","2","2","2","1","1","1","1","1","1",1944,"5","11","10","1","2","1","0"
3,1,2100,"3",600,"1","2",471,"1","6","M",4958692,300168,"3","2","2","1","1","1","1","1","1","2",1976,"3","11","7","1","1","1","0"
3,11,1300,"1",600,"1","1",471,"1","3","M",4958692,300168,"3","2","2","1","1","1","1","1","1","1",1959,"9","11","10","2","3","1","1"
3,28,1815,"1",600,"1","2",348,"1","1","M",4957341,296420,"3","2","2","1","1","1","1","1","1","1",1976,"1","11","7","1","2","21","0"
3,28,1815,"1",600,"1","2",348,"1","1","M",4957341,296420,"3","2","2","1","1","1","1","1","1","2",1976,"1","11","7","2","6","23","0"
4,14,1315,"1",600,"1","2",471,"1","3","M",4957970,300807,"3","2","1","4","1","1","1","1","1","1",1978,"5","21","30","2","1","1","1"
4,21,915,"1",600,"1","2",471,"1","6","M",4957790,300006,"4","2","2","1","1","1","1","1","1","2",1964,"1","11","7","1","2","1","0"
5,30,2045,"1",600,"1","1",632,"1","5","M",4955583,287889,"3","2","2","1","4","1","1","1","1","1",1992,"5","11","7","2","1","1","0"
5,30,2045,"1",600,"1","1",632,"1","5","M",4955583,287889,"3","2","2","1","4","1","1","1","1","2",1996,"5","11","7","2","1","1","0"
5,30,2045,"1",600,"1","1",632,"1","5","M",4955583,287889,"3","2","2","1","4","1","1","1","1","2",1995,"5","11","7","2","1","1","0"
6,4,730,"2",600,"1","1",350,"1","5","M",4959045,286826,"3","2","2","1","2","1","1","1","1","1",1986,"1","12","7","2","1","13","1"
6,4,730,"2",600,"1","1",350,"1","5","M",4959045,286826,"3","2","2","1","2","1","1","1","1","2",1985,"1","11","7","2","1","21","1"
6,11,1830,"1",600,"1","2",603,"1","1","M",4958720,304940,"4","2","2","1","1","1","1","1","1","2",1985,"1","11","7","2","1","1","0"
6,11,1830,"1",600,"1","2",603,"1","1","M",4958720,304940,"4","2","2","1","1","1","1","1","1","2",1957,"5","11","7","2","1","16","0"
6,12,1130,"1",600,"1","2",471,"1","2","M",4958103,299543,"3","2","2","1","1","1","1","1","1","1",1996,"5","21","30","2","1","2","0"
6,12,1130,"1",600,"1","2",471,"1","2","M",4958103,299543,"3","2","2","1","1","1","1","1","1","2",1959,"1","11","7","2","4","2","0"
1,30,1815,"5",600,"1","2",533,"1","6","M",4954066,274525,"3","2","2","1","1","1","1","1","1","2",1983,"1","11","7","1","2","1","0"
4,22,2030,"2",600,"1","1",191,"1","1","M",4955428,269491,"3","2","2","3","1","1","1","1","1","1",1964,"4","11","14","2","1","15","0"
4,22,2030,"2",600,"1","1",191,"1","1","M",4955428,269491,"3","2","2","3","1","1","1","1","1","1",1974,"1","11","7","2","1","1","1"
5,10,1915,"1",600,"1","1",337,"1","3","M",4941424,274987,"3","2","2","2","3","1","1","1","1","1",1989,"5","21","33","2","1","17","1"
5,10,1915,"1",600,"1","1",337,"1","3","M",4941424,274987,"3","2","2","2","3","1","1","1","1","1",1994,"5","11","7","2","3","1","0"
5,28,1300,"1",830,"1","2",12,"1","3","M",4355587,600503,"3","2","2","2","4","1","1","1","1","1",1955,"5","21","34","2","1","13","1"
5,28,1300,"1",830,"1","2",12,"1","3","M",4355587,600503,"3","2","2","2","4","1","1","1","1","1",1969,"4","11","15","2","8","1","0"
5,28,1300,"1",830,"1","2",32,"1","3","M",4355588,600504,"3","2","2","2","4","1","1","1","1","1",1955,"5","21","34","2","1","13","1"
5,28,1300,"1",830,"1","2",32,"1","3","M",4355588,600504,"3","2","2","2","4","1","1","1","1","1",1969,"4","11","17","2","3","1","0"
6,1,1915,"1",500,"2","1",444,"1","5","M",4904680,-96303,"3","2","2","3","1","1","1","1","1","1",1970,"1","11","7","2","1","1","0"
6,1,1915,"1",500,"2","1",444,"1","5","M",4904680,-96303,"3","2","2","3","1","1","1","1","1","1",1962,"1","11","10","2","3","23","0"
6,1,1915,"1",500,"2","1",444,"1","5","M",4904680,-96303,"3","2","2","3","1","1","1","1","1","2",1991,"1","11","7","2","2","19","1"
6,7,2100,"1",500,"1","1",139,"1","1","M",4904670,-103604,"3","2","2","1","3","9","1","1","1","1",1985,"1","21","33","2","7","13","1"
6,7,2100,"1",500,"1","1",139,"1","1","M",4904670,-103604,"3","2","2","1","3","9","1","1","1","1",1948,"5","11","7","2","9","1","0"
8,12,1815,"1",500,"2","2",601,"1","6","M",4903500,-97895,"3","2","2","2","1","1","1","1","1","1",1938,"5","11","7","1","2","16","0"
12,13,1715,"2",500,"1","1",444,"1","1","M",4905720,-91264,"3","2","2","1","1","1","1","1","1","1",1989,"5","21","33","6","1","21","1"
12,13,1715,"2",500,"1","1",444,"1","1","M",4905720,-91264,"3","2","2","1","1","1","1","1","1","1",1995,"5","21","33","2","1","21","1"
10,19,1430,"1",500,"1","1",239,"2","2","M",4910270,-115963,"3","2","2","1","1","1","1","1","1","1",1969,"4","12","21","2","4","1","0"
10,19,1430,"1",500,"1","1",239,"2","2","M",4910270,-115963,"3","2","2","1","1","1","1","1","1","1",1997,"9","21","30","2","1","2","1"
4,15,1415,"1",500,"3","1",185,"1","1","M",4882780,-123917,"3","2","2","1","1","1","1","1","1","2",1975,"4","11","7","2","1","15","0"
4,15,1415,"1",500,"3","1",185,"1","1","M",4882780,-123917,"3","2","2","1","1","1","1","1","1","1",1963,"5","21","33","2","1","1","1"
5,1,1215,"1",500,"3","1",124,"2","3","M",4867160,-116709,"3","2","2","4","1","2","1","1","1","1",1940,"5","11","7","2","1","17","0"
5,1,1215,"1",500,"3","1",124,"2","3","M",4867160,-116709,"3","2","2","4","1","2","1","2","2","2",1939,"5","11","7","2","1","17","1"
5,1,1215,"1",500,"3","1",124,"2","3","M",4867160,-116709,"3","2","2","4","1","2","1","1","1","1",1933,"5","11","7","2","8","15","1"
6,7,1845,"1",500,"1","1",456,"1","1","M",4866000,-91337,"3","2","2","1","1","1","1","1","1","1",1961,"5","11","10","2","1","13","1"
6,7,1845,"1",500,"1","1",456,"1","1","M",4866000,-91337,"3","2","2","1","1","1","1","1","1","1",1969,"5","11","7","2","2","1","1"
8,15,2345,"5",500,"1","2",154,"1","6","M",4854610,-138352,"3","2","2","1","1","1","4","1","1","1",1985,"9","11","7","1","4","1","0"
8,28,2000,"2",500,"1","1",487,"1","1","M",4853220,-131043,"4","2","2","1","3","1","1","1","1","1",1997,"5","11","7","2","1","1","0"
8,28,2000,"2",500,"1","1",487,"1","1","M",4853220,-131043,"4","2","2","1","3","1","1","1","1","2",1975,"5","11","3","2","1","1","1"
9,21,930,"1",500,"1","2",168,"1","6","M",4862370,-129401,"3","2","2","1","1","1","1","1","1","2",1958,"5","11","7","1","3","1","0"
10,9,900,"1",500,"1","2",146,"7","6","M",4862820,-140983,"3","2","2","3","1","1","1","1","1","2",1963,"1","11","7","1","3","1","0"
10,21,2030,"3",500,"2","1",413,"2","3","M",4860580,-138591,"2","3","3","2","1","2","1","1","1","1",1962,"4","11","7","2","1","1","0"
10,21,2030,"3",500,"2","1",413,"2","3","M",4860580,-138591,"2","3","3","2","1","2","1","1","1","1",1993,"5","11","3","2","7","19","1"
11,14,1130,"1",500,"2","1",347,"1","3","M",4852770,-129010,"3","2","2","1","1","1","1","1","1","1",1982,"5","11","7","2","1","1","1"
11,14,1130,"1",500,"2","1",347,"1","3","M",4852770,-129010,"3","2","2","1","1","1","1","1","1","1",1997,"4","93","21","2","8","19","0"
1,4,1345,"1",500,"1","1",515,"9","1","M",4857270,-117946,"3","2","2","2","3","2","1","1","1","2",1993,"5","11","7","2","3","13","1"
1,4,1345,"1",500,"1","1",515,"9","1","M",4857270,-117946,"3","2","2","2","3","2","1","1","1","1",1956,"5","11","7","2","3","2","1"
1,4,1815,"1",500,"1","1",452,"8","3","M",4855740,-110947,"3","2","2","2","4","2","1","1","1","1",1996,"5","11","7","2","8","13","0"
7,9,800,"1",500,"1","2",256,"1","3","M",4861240,-116623,"3","2","2","1","1","1","1","1","1","1",1973,"1","21","33","2","1","2","1"
7,9,800,"1",500,"1","2",256,"1","3","M",4861240,-116623,"3","2","2","1","1","1","1","1","1","2",1967,"1","11","7","2","8","15","0"
8,30,1800,"1",500,"3","2",515,"1","3","M",4854540,-118192,"3","2","2","1","1","1","1","1","1","1",1968,"5","21","31","2","1","17","1"
8,30,1800,"1",500,"3","2",515,"1","3","M",4854540,-118192,"3","2","2","1","1","1","1","1","1","2",1938,"5","11","7","2","3","15","0"
6,30,1545,"1",500,"1","1",615,"1","2","M",4951940,-149644,"3","2","2","1","3","1","1","1","1","1",1968,"3","11","3","2","1","2","1"
6,30,1545,"1",500,"1","1",615,"1","2","M",4951940,-149644,"3","2","2","1","3","1","1","1","1","1",1963,"4","11","10","2","4","15","0"
8,13,1500,"1",500,"2","2",615,"1","3","M",4950800,-146659,"3","2","2","2","1","1","1","1","1","2",1976,"5","11","7","2","3","1","1"
8,13,1500,"1",500,"2","2",615,"1","3","M",4950800,-146659,"3","2","2","2","1","1","1","1","1","1",1985,"5","11","7","2","3","11","0"
10,27,1030,"1",500,"1","2",615,"2","6","M",4950170,-146722,"3","2","2","1","1","2","1","1","1","1",1949,"3","11","7","1","3","1","0"
3,31,1100,"1",500,"1","1",402,"1","3","M",4950990,-180215,"3","2","2","2","1","1","1","1","1","2",1945,"5","11","7","2","1","17","0"
5,17,30,"3",500,"1","1",31,"1","1","M",4939020,-175988,"3","2","2","3","3","1","1","1","1","2",1966,"5","13","7","2","2","5","1"
5,17,30,"3",500,"1","1",31,"1","1","M",4939020,-175988,"3","2","2","3","3","1","1","1","1","2",1978,"5","11","7","2","2","1","1"
5,17,30,"3",500,"1","1",31,"1","1","M",4939020,-175988,"3","2","2","3","3","1","1","2","5","1",1997,"5","11","7","2","2","1","1"
12,22,1730,"3",500,"1","2",418,"2","6","M",4948740,-166747,"3","2","2","1","1","2","1","1","1","1",1985,"5","11","10","1","2","1","0"
2,9,1815,"2",500,"1","1",172,"1","3","M",4946560,-135975,"3","2","2","1","1","1","1","1","1","2",1974,"1","11","7","2","1","15","0"
2,9,1815,"2",500,"1","1",172,"1","3","M",4946560,-135975,"3","2","2","1","1","1","1","1","1","2",1995,"1","11","7","2","8","1","1"
4,22,1830,"1",500,"1","2",191,"1","3","M",4944040,-125713,"3","2","2","1","1","1","1","1","1","1",1967,"5","13","10","2","2","19","0"
4,22,1830,"1",500,"1","2",191,"1","3","M",4944040,-125713,"3","2","2","1","1","1","1","2","2","1",1953,"5","13","10","2","2","19","0"
4,22,1830,"1",500,"1","2",191,"1","3","M",4944040,-125713,"3","2","2","1","1","1","1","1","1","1",1990,"1","21","33","2","1","1","0"
9,4,1445,"1",500,"2","1",507,"1","3","M",4947910,-125660,"3","2","2","1","1","1","1","1","1","1",1952,"5","21","33","2","1","17","1"
9,4,1445,"1",500,"2","1",507,"1","3","M",4947910,-125660,"3","2","2","1","1","1","1","1","1","2",1973,"1","11","7","2","8","15","0"
9,25,2115,"2",500,"3","2",138,"1","1","M",4945870,-149142,"3","2","2","2","3","1","1","1","1","1",1960,"1","11","10","2","2","15","0"
9,25,2115,"2",500,"3","2",138,"1","1","M",4945870,-149142,"3","2","2","2","3","1","1","1","1","1",1987,"1","21","33","2","2","1","1"
10,3,1515,"1",500,"1","1",390,"1","6","M",4949980,-135647,"3","2","2","1","1","1","1","1","2","1",1952,"5","13","7","1","3","1","0"
1,28,1330,"1",500,"1","1",350,"2","3","M",4905600,-132940,"3","2","2","2","3","2","1","1","1","1",1985,"2","11","7","2","1","13","0"
3,24,900,"1",500,"3","1",147,"1","3","M",4905490,-147216,"3","2","2","1","1","1","1","1","1","2",1971,"5","11","7","2","1","1","1"
3,24,900,"1",500,"3","1",147,"1","3","M",4905490,-147216,"3","2","2","1","1","1","1","1","1","2",1945,"2","11","7","2","7","15","0"
7,26,2300,"3",500,"2","1",569,"3","3","M",4905930,-133222,"3","2","2","2","1","2","1","1","1","1",1950,"5","11","7","2","5","19","0"
9,20,1230,"1",500,"2","1",603,"1","3","M",4904210,-154831,"3","2","2","1","1","1","1","1","1","1",1936,"5","11","3","2","3","1","0"
9,20,1230,"1",500,"2","1",603,"1","3","M",4904210,-154831,"3","2","2","1","1","1","1","1","1","2",1935,"5","11","7","2","2","19","0"
7,31,1130,"1",50,"3","1",168,"1","3","M",4448531,594991,"3","2","2","2","1","1","1","1","1","1",1996,"5","21","2","2","1","1","1"
2,19,800,"1",50,"1","1",165,"1","1","M",4442735,579504,"3","2","2","2","3","1","1","1","1","2",1962,"4","11","10","2","3","1","0"
6,20,1015,"1",50,"1","1",166,"1","2","M",4441596,572234,"3","2","2","1","1","1","1","1","1","1",1980,"5","21","33","2","1","1","1"
7,9,2345,"3",50,"1","1",16,"1","6","M",4446051,574175,"3","2","2","1","1","1","3","1","1","1",1996,"5","21","30","6","1","1","1"
8,10,1500,"1",50,"1","2",166,"1","3","M",4443169,571314,"3","2","2","1","2","1","1","1","1","1",1966,"5","21","33","2","7","1","0"
9,13,1830,"1",50,"1","1",129,"1","1","M",4437092,553060,"3","2","1","2","4","1","1","1","1","1",1948,"5","11","10","2","3","1","0"
6,30,1345,"1",50,"1","1",106,"1","2","M",4452800,635881,"2","2","2","1","3","1","1","1","1","1",1970,"5","21","33","2","1","21","1"
12,26,1830,"3",50,"1","1",40,"1","4","M",4453285,630747,"2","2","2","2","1","1","1","1","1","1",1969,"5","11","7","2","1","2","1"
6,28,2100,"2",140,"1","1",50,"1","3","M",4914820,-89779,"3","2","2","3","3","1","1","1","1","2",2000,"5","21","30","2","3","1","0"
7,9,945,"1",140,"1","2",370,"1","6","M",4924290,-87177,"3","2","2","1","1","1","1","1","1","1",1949,"3","11","7","1","2","1","0"
12,17,1115,"1",140,"3","2",342,"1","2","M",4931700,-110265,"3","2","2","1","1","1","1","1","1","2",1992,"5","11","7","2","1","1","0"
12,17,1115,"1",140,"3","2",342,"1","2","M",4931700,-110265,"3","2","2","1","1","1","1","1","1","1",1969,"5","11","7","2","4","23","0"
12,17,1115,"1",140,"3","2",342,"1","2","M",4931700,-110265,"3","2","2","1","1","1","1","2","2","2",1982,"5","11","7","2","4","23","0"
1,10,1300,"1",140,"1","2",515,"8","3","M",4934500,-75294,"4","2","2","4","1","2","1","1","1","2",1971,"4","11","7","2","2","10","0"
1,10,1300,"1",140,"1","2",515,"8","3","M",4934500,-75294,"4","2","2","4","1","2","1","1","1","1",1995,"5","21","31","2","1","1","1"
9,10,1900,"1",140,"2","2",22,"7","5","M",4933960,-58647,"3","2","2","1","1","1","1","1","1","1",1937,"5","11","10","2","2","19","0"
9,10,1900,"1",140,"2","2",22,"7","5","M",4933960,-58647,"3","2","2","1","1","1","1","1","1","2",1996,"3","21","30","2","8","1","0"
9,10,1900,"1",140,"2","2",22,"7","5","M",4933960,-58647,"3","2","2","1","1","1","1","1","1","2",1963,"5","11","7","2","1","23","0"
10,3,1702,"1",140,"3","1",391,"1","2","M",4931360,-74129,"3","2","2","1","1","1","1","1","1","2",1948,"5","11","7","2","6","17","0"
10,3,1702,"1",140,"3","1",391,"1","2","M",4931360,-74129,"3","2","2","1","1","1","1","1","1","1",1971,"5","21","33","2","2","17","0"
10,3,1702,"1",140,"3","1",391,"1","2","M",4931360,-74129,"3","2","2","1","1","1","1","2","2","2",1969,"5","21","33","2","2","17","1"
2,4,815,"1",140,"1","1",760,"4","1","M",4910830,-63314,"3","2","2","3","2","5","1","1","1","1",1995,"9","11","7","2","3","13","0"
2,4,815,"1",140,"1","1",760,"4","1","M",4910830,-63314,"3","2","2","3","2","5","1","2","2","1",1968,"4","11","7","2","3","13","0"
2,4,815,"1",140,"1","1",760,"4","1","M",4910830,-63314,"3","2","2","3","2","5","1","1","1","1",1950,"1","11","7","2","2","1","1"
7,1,1815,"1",140,"1","2",143,"1","6","M",4909150,-80569,"3","2","2","2","1","1","1","1","1","1",1981,"5","11","7","1","2","1","0"
7,1,1815,"1",140,"1","2",143,"1","6","M",4909150,-80569,"3","2","2","2","1","1","1","2","2","2",1984,"5","11","7","1","2","1","0"
10,31,1900,"2",140,"1","1",278,"1","1","M",4917580,-60024,"3","2","2","1","1","6","1","1","1","1",1976,"5","21","33","2","1","1","1"
10,31,1900,"2",140,"1","1",278,"1","1","M",4917580,-60024,"3","2","2","1","1","6","1","1","1","1",1976,"4","11","21","2","2","13","0"
1,21,2000,"3",140,"4","1",578,"1","6","M",4936940,20454,"3","2","2","1","3","1","1","1","1","1",1980,"5","11","7","6","1","1","0"
3,24,1630,"1",140,"1","1",131,"8","5","M",4931830,14577,"4","2","1","2","2","2","1","1","1","1",1999,"5","21","2","2","8","1","1"
3,24,1630,"1",140,"1","1",131,"8","5","M",4931830,14577,"4","2","1","2","2","2","1","1","1","1",1957,"5","11","10","2","6","23","0"
3,24,1630,"1",140,"1","1",131,"8","5","M",4931830,14577,"4","2","1","2","2","2","1","1","1","1",1998,"5","21","2","2","1","1","0"
8,18,1420,"1",140,"3","2",102,"1","1","M",4923070,22517,"3","2","2","2","4","1","1","1","1","2",1974,"5","11","7","2","1","15","0"
8,18,1420,"1",140,"3","2",102,"1","1","M",4923070,22517,"3","2","2","2","4","1","1","2","3","1",2002,"5","11","7","2","1","15","0"
8,18,1420,"1",140,"3","2",102,"1","1","M",4923070,22517,"3","2","2","2","4","1","1","2","4","2",2004,"5","11","7","2","1","15","0"
8,18,1420,"1",140,"3","2",102,"1","1","M",4923070,22517,"3","2","2","2","4","1","1","1","1","1",1968,"3","21","33","2","3","21","1"
12,2,1730,"5",140,"1","2",229,"1","6","M",4923220,-4103,"3","2","2","1","1","1","1","1","1","1",1947,"5","11","10","1","3","1","0"
2,25,1610,"1",140,"3","1",456,"8","3","M",4911990,-18542,"3","2","2","1","1","1","1","1","1","1",1951,"5","11","7","2","3","15","0"
2,25,1610,"1",140,"3","1",456,"8","3","M",4911990,-18542,"3","2","2","1","1","1","1","1","1","1",1989,"5","11","7","2","2","1","0"
2,25,1610,"1",140,"3","1",456,"8","3","M",4911990,-18542,"3","2","2","1","1","1","1","2","2","1",1999,"5","11","7","2","2","1","1"
2,25,1610,"1",140,"3","1",456,"8","3","M",4911990,-18542,"3","2","2","1","1","1","1","2","3","1",1959,"5","11","7","2","2","1","1"
2,25,1610,"1",140,"3","1",456,"8","3","M",4911990,-18542,"3","2","2","1","1","1","1","2","4","2",1965,"5","11","7","2","2","1","1"
6,25,1330,"1",140,"1","2",57,"1","3","M",4912790,-21411,"3","2","2","1","1","1","1","1","1","1",1992,"4","11","10","2","8","10","0"
6,25,1330,"1",140,"1","2",57,"1","3","M",4912790,-21411,"3","2","2","1","1","1","1","1","1","1",1977,"1","21","33","2","1","2","1"
9,8,1745,"1",140,"2","2",20,"1","3","M",4912370,-17143,"3","2","2","1","1","1","1","1","1","1",1997,"5","21","30","2","1","17","0"
9,8,1745,"1",140,"2","2",20,"1","3","M",4912370,-17143,"3","2","2","1","1","1","1","2","2","1",1999,"5","21","30","2","1","17","0"
9,8,1745,"1",140,"2","2",20,"1","3","M",4912370,-17143,"3","2","2","1","1","1","1","1","1","1",1965,"1","41","1","2","8","1","0"
11,29,1820,"5",140,"1","2",761,"1","3","M",4912200,-19747,"3","2","2","1","1","1","1","1","1","1",1959,"5","21","31","2","2","17","1"
11,29,1820,"5",140,"1","2",761,"1","3","M",4912200,-19747,"3","2","2","1","1","1","1","1","1","2",1955,"5","11","7","2","8","23","0"
10,28,920,"1",140,"1","2",307,"1","3","M",4902180,-47981,"3","2","2","4","1","1","1","1","1","2",1967,"4","11","7","2","8","15","0"
10,28,920,"1",140,"1","2",307,"1","3","M",4902180,-47981,"3","2","2","4","1","1","1","1","1","1",1987,"4","21","1","2","2","17","1"
1,9,2030,"3",140,"1","1",582,"1","1","M",4909780,20609,"3","2","2","1","3","2","1","1","1","1",1979,"1","11","7","2","3","21","0"
1,9,2030,"3",140,"1","1",582,"1","1","M",4909780,20609,"3","2","2","1","3","2","1","1","1","1",1984,"5","11","10","2","3","13","0"
1,21,1930,"2",140,"1","1",326,"1","4","M",4917790,29736,"3","2","2","3","3","1","1","1","1","1",1949,"1","11","7","2","4","23","0"
1,21,1930,"2",140,"1","1",326,"1","4","M",4917790,29736,"3","2","2","3","3","1","1","1","1","1",1928,"3","11","7","2","1","2","1"
2,18,1215,"1",140,"3","1",148,"1","3","M",4899790,34822,"3","2","2","1","1","1","1","1","1","1",1924,"3","11","7","2","2","15","1"
2,18,1215,"1",140,"3","1",148,"1","3","M",4899790,34822,"3","2","2","1","1","1","1","2","2","2",1926,"3","11","7","2","2","15","1"
2,18,1215,"1",140,"3","1",148,"1","3","M",4899790,34822,"3","2","2","1","1","1","1","1","1","2",1953,"5","11","7","2","1","1","1"
8,13,100,"3",140,"1","1",371,"2","1","M",4898170,15274,"3","2","2","1","1","2","1","1","1","1",1979,"5","13","7","2","1","13","0"
8,13,100,"3",140,"1","1",371,"2","1","M",4898170,15274,"3","2","2","1","1","2","1","1","1","1",1986,"5","11","7","2","3","1","0"
8,13,100,"3",140,"1","1",371,"2","1","M",4898170,15274,"3","2","2","1","1","2","1","2","2","2",1986,"5","11","7","2","3","1","0"
8,13,100,"3",140,"1","1",371,"2","1","M",4898170,15274,"3","2","2","1","1","2","1","2","3","2",2009,"5","31","7","2","3","1","1"
8,13,100,"3",140,"1","1",371,"2","1","M",4898170,15274,"3","2","2","1","1","2","1","2","4","1",2012,"5","31","7","2","3","1","1"
11,5,1800,"1",140,"1","1",270,"1","2","M",4914420,31828,"3","2","3","1","1","1","1","1","1","1",1993,"5","11","7","2","4","23","0"
11,5,1800,"1",140,"1","1",270,"1","2","M",4914420,31828,"3","2","3","1","1","1","1","2","2","2",1993,"5","11","7","2","4","23","0"
11,5,1800,"1",140,"1","1",270,"1","2","M",4914420,31828,"3","2","3","1","1","1","1","2","3","2",1988,"5","11","7","2","4","23","0"
11,5,1800,"1",140,"1","1",270,"1","2","M",4914420,31828,"3","2","3","1","1","1","1","1","1","1",1972,"4","11","15","2","1","1","0"
6,18,1110,"1",140,"3","2",431,"2","3","M",4907640,-6464,"3","2","2","1","1","1","1","1","1","2",1979,"4","11","7","2","3","15","0"
6,18,1110,"1",140,"3","2",431,"2","3","M",4907640,-6464,"3","2","2","1","1","1","1","1","1","1",1948,"5","21","2","2","1","1","1"
2,3,1545,"1",60,"1","1",59,"8","1","M",4373057,737710,"3","2","1","2","3","1","1","1","1","2",1952,"9","11","7","2","1","13","1"
2,3,1545,"1",60,"1","1",59,"8","1","M",4373057,737710,"3","2","1","2","3","1","1","1","1","2",1995,"9","11","7","2","1","1","0"
12,11,2245,"3",720,"1","1",224,"2","3","M",4803500,48300,"3","2","2","4","2","2","1","1","1","2",1989,"5","13","7","2","1","13","0"
12,11,2245,"3",720,"1","1",224,"2","3","M",4803500,48300,"3","2","2","4","2","2","1","1","1","2",1961,"1","11","7","2","3","1","1"
10,31,1230,"1",720,"1","1",180,"1","3","M",4835300,32000,"3","2","2","1","1","1","1","1","1","1",1972,"5","11","3","2","8","15","1"
11,21,1730,"3",540,"1","2",425,"3","6","M",4931080,577420,"3","2","2","2","1","2","1","1","1","2",1956,"5","11","7","1","1","1","0"
1,16,1415,"1",540,"1","2",129,"2","3","M",4858313,694408,"3","2","2","1","4","2","1","1","1","1",1941,"5","11","7","2","3","19","0"
1,16,1415,"1",540,"1","2",129,"2","3","M",4858313,694408,"3","2","2","1","4","2","1","1","1","1",1966,"4","11","7","2","1","1","1"
